id,name,rollNo,email,phone,gender,age,department,year,section,cgpa,address,city,state,country
477,Raul Walker-Deckow,ROLL1477,Cody_McGlynn@yahoo.com,371.833.8581 x774,Female,22,IT,4,A,8.06,8868 Lynch Branch,Port Rashad,Connecticut,India
478,Carlos Langworth,ROLL1478,Hailey.Daugherty86@yahoo.com,1-935-565-6431 x832,Male,25,ECE,4,C,9.49,5746 Watery Lane,Eastvale,Maryland,India
479,Ms. Beulah Weissnat,ROLL1479,Hailie.McClure39@yahoo.com,389.523.5608,Male,25,CIVIL,1,C,7.65,862 Martin Luther King Jr Boulevard,Rogerton,Indiana,India
480,Mr. Randy Abshire,ROLL1480,Warren.Beer74@hotmail.com,514-804-9942 x33545,Male,18,MECH,3,A,8.10,85304 Gladyce River,Woodrowburgh,Michigan,India
481,Marguerite Rodriguez,ROLL1481,Pat_Keebler@hotmail.com,725.552.9680 x72069,Male,21,MECH,2,D,5.45,982 Laurence Path,Yolandaland,Kansas,India
482,Susie Konopelski,ROLL1482,Darby_Deckow49@yahoo.com,365.810.3375 x63191,Female,24,EEE,2,A,6.64,81554 Yost Extensions,Shanonmouth,Washington,India
483,Lucille Hintz,ROLL1483,Deshawn_Bartoletti@yahoo.com,(875) 714-1317,Other,19,CIVIL,2,B,8.60,1527 Washington Avenue,North Adonisfurt,Maine,India
484,Arnold Schmeler,ROLL1484,Agnes62@yahoo.com,546.549.6086 x774,Other,22,MECH,4,C,6.77,7915 Dickens Street,New Austin,Montana,India
485,Dr. Megan Green,ROLL1485,Deangelo.Willms-Kris@hotmail.com,679-691-5026 x771,Male,18,IT,4,B,6.41,8431 Kuhlman Keys,Jameyfurt,Virginia,India
486,Tami Moore,ROLL1486,Roderick23@hotmail.com,660-847-1975 x4108,Male,21,EEE,4,C,8.45,361 Rolfson Summit,Port Michellefort,Montana,India
487,Victoria Gleichner,ROLL1487,Kevon18@yahoo.com,756.641.1332,Male,18,ECE,3,A,9.34,8324 Trenton Lakes,East Alford,Wyoming,India
488,Dr. Luis Pfannerstill,ROLL1488,Kevin.Wintheiser-Gottlieb@yahoo.com,753-837-2799 x532,Other,18,MECH,2,C,8.40,4170 Korbin Hills,New Leeberg,West Virginia,India
489,Carroll Stroman,ROLL1489,Justice_Von-Luettgen51@hotmail.com,710-652-4593,Other,23,ECE,1,A,6.57,940 Mills Road,South Raegan,New Jersey,India
490,Jeannie Kuvalis,ROLL1490,Estevan25@gmail.com,(614) 285-6563 x580,Other,24,ECE,3,C,8.83,24519 Schinner Valley,North Karlie,Illinois,India
491,Gregg Hackett,ROLL1491,Okey_Schmeler-Rohan@yahoo.com,662.248.2889 x0909,Male,22,CIVIL,4,A,7.32,2892 Claudia Trail,Fall River,Kentucky,India
492,Dr. Randal Cummings,ROLL1492,Flossie_Stiedemann83@hotmail.com,679-290-1659 x95538,Other,18,CIVIL,2,A,5.47,96941 Robel Greens,Meridian,North Carolina,India
493,Dr. Doug Gutmann,ROLL1493,Adelle89@yahoo.com,1-949-560-3265 x6104,Other,22,IT,3,D,8.05,35639 Morton Knoll,New Carletonchester,Minnesota,India
494,Pedro Altenwerth DVM,ROLL1494,Althea34@yahoo.com,1-644-865-7229 x3230,Female,21,EEE,2,D,7.07,79353 Ewell Isle,Spencerfort,West Virginia,India
495,Ollie Welch,ROLL1495,Rahsaan11@hotmail.com,1-905-489-3633 x57400,Male,23,ECE,3,C,5.07,77984 Spencer Circles,Rosamondside,Indiana,India
496,Cameron Durgan,ROLL1496,Armand_Simonis36@yahoo.com,848.606.1544,Female,24,CSE,3,A,7.75,36103 Cliff Road,Manuelboro,South Carolina,India
497,Kenneth Bogan-Brown,ROLL1497,Karolann.Russel65@yahoo.com,438.694.2238 x85490,Female,19,MECH,2,A,9.58,353 Stanley Road,Ivaberg,Colorado,India
498,Drew Schaden,ROLL1498,Jayson.Schuster74@hotmail.com,(385) 247-5477 x8252,Other,20,CIVIL,3,D,7.93,814 Brock Plain,Rubyside,Illinois,India
499,Ms. Stella Feil PhD,ROLL1499,Adrien.Luettgen-McClure@gmail.com,(310) 490-8448 x770,Other,23,IT,3,D,7.02,4484 Hubert Trace,Fort Floyville,Arkansas,India
500,Anita Muller,ROLL1500,Verona.Blick27@gmail.com,864.450.9632,Male,19,MECH,4,A,9.44,4391 Emile Throughway,North Lucyhaven,Connecticut,India
501,Miss Courtney Christiansen,ROLL1501,Wiley_Cronin@yahoo.com,931.997.6369 x3557,Other,24,IT,2,D,5.38,9864 Greenwood Road,Ninaborough,Montana,India
502,Clifford Lesch,ROLL1502,Jaleel.Frami@yahoo.com,811.487.6534 x511,Other,23,IT,2,C,6.65,37540 Brookside,Nadershire,Kentucky,India
503,Harold Bogan,ROLL1503,Marlen_Grant@gmail.com,984.861.4252 x34783,Other,21,EEE,1,C,5.98,755 Brian Pike,Faheyfort,Kentucky,India
504,Pam Blick,ROLL1504,Conor_Tremblay@hotmail.com,(614) 500-9555,Female,18,ECE,3,C,5.70,151 Pauline Stream,West Janie,Rhode Island,India
505,Irma Lindgren,ROLL1505,Dante.Frami@gmail.com,1-536-817-9064,Female,23,EEE,2,C,8.91,27146 Alta Square,Aspen Hill,New Hampshire,India
506,Vera Langworth,ROLL1506,Louisa_Harvey@yahoo.com,652.520.7770 x6966,Female,25,IT,1,C,6.31,66494 Roderick Camp,Homestead,Texas,India
507,Andy Torp,ROLL1507,Neha_Labadie@hotmail.com,1-828-987-2408,Other,20,CSE,2,C,7.45,17253 Satterfield Pike,Rennerburgh,Maryland,India
508,Wendy Fahey,ROLL1508,Will.Lynch65@gmail.com,710.286.5921 x241,Other,24,EEE,3,A,8.15,1726 Atlantic Avenue,Adrianaville,California,India
509,Darrel Pfeffer,ROLL1509,Isadore57@gmail.com,(715) 983-2933 x07672,Other,25,MECH,3,D,6.99,44546 Birch Grove,New Jazmyn,Nebraska,India
510,Simon Kling,ROLL1510,Ignatius_Abshire4@hotmail.com,(368) 921-6828 x286,Other,18,ECE,3,A,6.39,520 Adams Street,Metzboro,Louisiana,India
511,Erik Hamill,ROLL1511,Arturo_Huels@gmail.com,(782) 457-3761,Female,23,CSE,1,D,6.83,5302 Kautzer Lights,Lake Remingtonport,Alabama,India
512,Veronica Hills,ROLL1512,Oral_Hermiston85@yahoo.com,1-283-563-0073 x24719,Male,22,IT,1,A,6.14,5681 Maximilian Locks,Conroe,Nevada,India
513,Sophia Sawayn Jr.,ROLL1513,Nikita.Wunsch38@gmail.com,(396) 947-6883 x8920,Female,19,IT,4,A,9.99,821 Alford Locks,Zechariahland,Connecticut,India
514,James Dickens,ROLL1514,Isaac.King@hotmail.com,1-211-711-0412 x71533,Male,20,ECE,1,A,8.65,36690 Market Place,Aubreycester,North Dakota,India
515,Dr. Norman Haley DVM,ROLL1515,Moshe88@gmail.com,361.386.8829 x44144,Male,18,CSE,2,B,9.66,716 Bosco Wall,West Jazmynecester,Florida,India
516,Sharon Jacobi,ROLL1516,Jessie95@yahoo.com,343-929-5456 x541,Male,20,MECH,3,B,6.77,26703 Lincoln Avenue,East Stephan,Delaware,India
517,Natasha Wolff,ROLL1517,Jaime_Miller@yahoo.com,814.389.2165 x20168,Male,19,EEE,4,D,8.42,6441 W Main,Grantfield,Alabama,India
518,Rhonda O'Kon,ROLL1518,Zora.Goodwin37@yahoo.com,648.596.8522,Other,18,ECE,2,D,6.49,121 Hyatt Springs,Lake Rubye,Wisconsin,India
519,Jorge Lind,ROLL1519,Joseph88@gmail.com,876.582.7428 x821,Male,18,CIVIL,3,D,7.44,91038 Reanna Union,Schowalterland,Kentucky,India
520,Mack Crona,ROLL1520,Vesta52@yahoo.com,526.579.2913 x0665,Other,18,EEE,1,A,6.24,47261 State Avenue,Lake Kathleenfurt,Idaho,India
521,Violet Fisher,ROLL1521,Nellie98@yahoo.com,447.930.9641,Female,23,IT,1,D,6.04,854 Audie Route,North Rowenatown,Connecticut,India
522,April Bergstrom,ROLL1522,Efrain_Price54@hotmail.com,1-271-308-6647 x849,Male,22,CSE,3,D,7.77,42428 Manor Close,Fredericside,Alaska,India
523,Miss Rochelle Runolfsson,ROLL1523,Jo_Stokes@yahoo.com,(358) 748-3955,Male,21,EEE,3,B,7.65,4419 Pfannerstill Knoll,Catalina Foothills,Georgia,India
524,Stella Klein,ROLL1524,Vena97@hotmail.com,956.696.0901 x26943,Female,22,ECE,4,B,6.16,398 Earnestine Centers,North Germanview,Alaska,India
525,Miss Christie Mayer Sr.,ROLL1525,Barbara_Schaefer@hotmail.com,797-398-8185 x1020,Male,24,IT,2,A,7.97,586 E 14th Street,Anyastead,Idaho,India
526,Gretchen Witting,ROLL1526,Kirk_Bins@yahoo.com,(753) 895-5439 x2938,Female,20,CIVIL,2,D,5.60,6556 Buckridge Court,South Meggie,South Carolina,India
527,Mrs. Adrienne Runolfsdottir,ROLL1527,Jada_Macejkovic46@yahoo.com,1-910-691-8932,Other,25,EEE,3,D,8.66,622 Harris Valleys,Schowalterland,West Virginia,India
528,Douglas Boyer,ROLL1528,Jules_Leannon@gmail.com,576-749-7226 x724,Female,20,EEE,4,B,6.70,62485 Hessel Common,Haleyborough,South Carolina,India
529,Roberto Hintz,ROLL1529,Victor.Daugherty83@yahoo.com,1-242-474-2275 x003,Female,25,CIVIL,1,A,6.33,747 Victoria Road,Cummingsberg,Arkansas,India
530,Eula Hills,ROLL1530,Earlene41@hotmail.com,(443) 605-6109 x111,Female,23,ECE,3,C,8.71,808 Shany Spurs,Pricecester,Arizona,India
531,Dr. Patsy Friesen IV,ROLL1531,Tyrell_Price@yahoo.com,1-455-739-5626 x478,Male,20,ECE,1,A,6.72,6182 Cloyd Heights,Kayceefield,Colorado,India
532,Jorge Quitzon,ROLL1532,Keven_Lindgren@yahoo.com,262-442-6257,Other,18,CIVIL,2,B,5.44,574 Clara Creek,Littelboro,Kansas,India
533,Ms. Myrtle Marvin DDS,ROLL1533,Elton98@gmail.com,393-274-6395,Other,25,CSE,3,B,9.32,87910 Hall Street,Muellerborough,Illinois,India
534,Johanna Jacobson III,ROLL1534,Maximo87@gmail.com,1-495-221-1443 x8625,Other,24,ECE,3,A,7.22,790 Roberts Stravenue,Fort Kenton,Colorado,India
535,Sarah Schmeler MD,ROLL1535,Karson.Mayer73@gmail.com,(424) 710-1664,Male,20,IT,2,C,9.11,71635 Ebert Streets,Elouisefield,Oregon,India
536,Jennie Waters,ROLL1536,Norma_Gutkowski93@hotmail.com,1-830-845-2214 x5399,Male,21,MECH,2,C,7.82,174 Walnut Street,Schillerville,Montana,India
537,Wallace Bruen,ROLL1537,Nathan.Schoen89@hotmail.com,(963) 948-6361,Other,25,ECE,2,B,6.43,969 Mayfield Road,North Vivianne,Colorado,India
538,Jamie Gislason,ROLL1538,Ramona.Cartwright@yahoo.com,863.783.6293 x46678,Male,19,CSE,1,B,8.34,85479 Guadalupe Garden,West Marquisville,Arkansas,India
539,Dr. Vickie Nikolaus,ROLL1539,Price84@yahoo.com,825.333.9347,Male,23,CSE,1,D,8.50,755 Schultz Glens,Port Gerald,Nebraska,India
540,Arturo Durgan,ROLL1540,Jeanie.Williamson@gmail.com,883.914.6232,Male,22,IT,1,C,5.77,73756 Wren Close,Littelchester,Wisconsin,India
541,Randal Jones,ROLL1541,Curtis48@yahoo.com,729-789-1651 x32742,Male,22,EEE,2,B,8.71,9616 Darwin Dam,Hendersonville,Oklahoma,India
542,Rochelle Lockman,ROLL1542,Corbin.Considine@hotmail.com,(460) 332-4621 x803,Female,25,IT,3,A,5.32,123 Lela Plains,Lake Estrellafield,Ohio,India
543,Marjorie Schaefer Jr.,ROLL1543,Nikki.Von37@gmail.com,482-211-5648 x8725,Male,20,EEE,2,C,6.49,5252 Schneider Light,North Olaf,Alabama,India
544,Miss Rhonda Kreiger I,ROLL1544,Hazel_Hilll@gmail.com,760.939.6440 x756,Male,19,IT,4,C,8.95,23300 Dach Stravenue,Port Jesusport,Alaska,India
545,Harold O'Connell V,ROLL1545,Kara.Hilpert27@yahoo.com,1-513-574-0385,Male,25,IT,3,D,9.81,2829 Stoltenberg Canyon,West Jameymouth,Colorado,India
546,Shane Gerhold,ROLL1546,Lucie_Leffler@gmail.com,1-550-691-6556 x926,Other,22,MECH,4,C,9.41,92844 White Glens,Redding,South Carolina,India
547,Miss Winifred Quitzon,ROLL1547,Elva.Brekke-Schulist57@gmail.com,781-659-7031,Other,24,EEE,2,A,5.80,480 Chestnut Street,Council Bluffs,Pennsylvania,India
548,Hilda Schmidt I,ROLL1548,Mellie80@hotmail.com,518.421.3988 x5779,Other,23,ECE,4,C,6.55,457 Herta Brooks,Paulastad,Louisiana,India
549,Belinda Friesen,ROLL1549,Wyatt_Tremblay@gmail.com,(806) 900-2594 x519,Other,20,CIVIL,2,A,6.35,98237 Santa Mission,Konopelskiboro,Georgia,India
550,Beth Hahn,ROLL1550,Dangelo.Raynor@hotmail.com,212-729-0274,Male,24,CSE,1,C,5.26,83201 Ankunding Parkway,Naomieton,Indiana,India
551,Ricky Champlin,ROLL1551,Gabriel_Considine@gmail.com,807.913.9916,Male,24,EEE,3,C,7.02,826 Maureen Lake,Thaddeusburgh,California,India
552,Timothy Rodriguez,ROLL1552,Favian_Sporer-Powlowski86@yahoo.com,1-555-824-3044 x0378,Other,23,EEE,2,A,5.60,3591 Howe Trail,Terre Haute,Arizona,India
553,Larry Bauch-Walsh,ROLL1553,Andre92@yahoo.com,1-502-284-2674 x27404,Male,24,EEE,3,A,5.90,941 Derwent Close,Port Gracielahaven,Idaho,India
554,Perry Bruen,ROLL1554,Jaime.Murphy@yahoo.com,693.408.4671 x0858,Female,18,EEE,3,A,6.00,224 Stracke Harbor,Howefield,Louisiana,India
555,Alejandro Hilll,ROLL1555,Donny93@hotmail.com,323.929.8237 x3354,Female,25,CSE,4,D,6.95,664 Botsford Pines,Evansville,Connecticut,India
556,Patricia Lueilwitz,ROLL1556,Caleb25@yahoo.com,(981) 817-5637 x007,Male,22,ECE,2,C,8.90,16947 N Franklin Street,Bruenworth,Pennsylvania,India
557,Silvia Lind,ROLL1557,Georgiana.Schulist97@hotmail.com,1-554-233-6057 x83738,Female,25,EEE,4,C,8.96,23424 S Mill Street,East Fae,Alaska,India
558,Vanessa Schoen,ROLL1558,Evangeline.Dach85@gmail.com,723.456.1924 x9226,Other,22,IT,3,A,5.94,666 Murphy Garden,Tustin,Hawaii,India
559,Zachary Kuhic,ROLL1559,Lazaro.Wilkinson@hotmail.com,715.209.5842,Female,19,MECH,2,B,6.73,5802 West End,Strongsville,Georgia,India
560,Terry Harvey,ROLL1560,Tyrique50@gmail.com,271-368-4679 x4277,Male,19,EEE,1,B,7.25,3485 New Road,Tierraworth,North Carolina,India
561,Kathleen Bosco,ROLL1561,Alvena.Zulauf84@yahoo.com,1-600-992-3824 x117,Male,20,MECH,4,A,6.85,35520 Flavie View,Lake Joseboro,Mississippi,India
562,Tracy Metz,ROLL1562,Hiram17@gmail.com,(950) 789-4233 x3977,Male,24,IT,4,D,5.40,1210 Witting Ranch,Thomasboro,Indiana,India
563,Shelia Ebert,ROLL1563,Jazmin88@gmail.com,1-416-334-8804 x261,Other,20,CSE,2,B,5.18,135 S Center Street,New Timmothy,Oklahoma,India
564,Jill Stokes,ROLL1564,Juliana8@hotmail.com,313.458.2112 x619,Female,24,CSE,1,D,5.23,8908 9th Street,Port Christaland,Virginia,India
565,Tammy Gerhold,ROLL1565,Kenny_Thiel@yahoo.com,(776) 527-1146 x77922,Male,22,CSE,1,C,7.35,7297 Lesch Isle,South Thadbury,Texas,India
566,Moses Lockman Sr.,ROLL1566,Lavern77@yahoo.com,647.275.0836 x98035,Male,22,ECE,2,C,9.67,936 3rd Street,New Corene,Kentucky,India
567,Maurice Gutmann,ROLL1567,Mozell_Swift@gmail.com,444.435.0873,Female,18,CSE,4,D,8.36,8396 Alessandro Cliff,Port Presleyhaven,Hawaii,India
568,Heather Homenick,ROLL1568,Billy_Daniel@gmail.com,442.824.9510 x018,Other,20,MECH,3,A,8.73,6627 Shaylee Key,Diannaton,Wisconsin,India
569,Krystal Lynch,ROLL1569,Elva_Franecki@hotmail.com,1-364-426-9133,Male,24,EEE,4,C,5.30,7359 Allie Inlet,Fort Lorenshire,Colorado,India
570,Darrel Hauck,ROLL1570,Madison23@hotmail.com,(547) 811-3687 x26745,Other,21,CIVIL,1,D,7.74,35372 Warren Close,Menifee,Nevada,India
571,Brenda Nienow,ROLL1571,Howard.Boyer8@yahoo.com,819.870.8204 x71313,Other,18,CSE,4,B,8.28,2711 Kuhlman Meadows,West Darrellshire,Hawaii,India
572,Vicki Feil,ROLL1572,Tevin.Parker77@hotmail.com,(598) 487-4152 x66430,Male,22,ECE,1,D,7.87,88838 Honeysuckle Close,Tallahassee,Florida,India
573,Kara Kihn Jr.,ROLL1573,Jamel_Mertz85@gmail.com,210-470-5547 x5574,Male,20,CIVIL,4,B,7.80,908 Gladstone Road,Port Celineshire,Alaska,India
574,Wilma Glover,ROLL1574,Lafayette.Von@gmail.com,(294) 640-1848 x31916,Female,19,MECH,4,C,7.31,1908 Audreanne Port,San Jose,Rhode Island,India
575,Jay Fadel,ROLL1575,Holden_Bosco@gmail.com,1-879-555-2866 x66828,Female,20,ECE,2,B,7.00,37545 Hessel Hills,East Carey,Utah,India
576,Dwayne Bogan Sr.,ROLL1576,Aron43@hotmail.com,389-813-9571 x77162,Female,20,IT,3,B,7.79,378 Goldner Well,North Roscoeside,Tennessee,India
577,Dr. Clayton Metz,ROLL1577,Destany_Bashirian70@gmail.com,883.473.2105 x5588,Female,22,CSE,2,A,7.48,7416 Fletcher Branch,Lake Adriennefort,Georgia,India
578,Maureen Steuber,ROLL1578,Elian26@yahoo.com,(936) 501-1872 x81538,Female,18,MECH,1,B,5.20,22332 E South Street,Fort Hannabury,Georgia,India
579,Terry MacGyver,ROLL1579,Bertrand_Strosin@hotmail.com,1-431-501-7494,Female,19,EEE,1,D,7.33,45115 Brook Street,North Ashlynnfurt,Missouri,India
580,Terrell Bins,ROLL1580,Verner_Schaefer@hotmail.com,1-940-349-3904 x32222,Female,18,IT,4,C,6.34,127 Vida Villages,East Destineyton,Nebraska,India
581,Latoya Metz,ROLL1581,Pink_Jerde@yahoo.com,1-390-414-3895 x5262,Female,21,CSE,1,B,8.34,36292 Eveline Knoll,Lake Marisa,Arizona,India
582,Mr. Dwight Halvorson,ROLL1582,Domenick_Larson@yahoo.com,921-417-9469 x491,Female,20,IT,3,C,9.77,9389 Marsh Lane,East Shanon,South Dakota,India
583,Ms. Mae Flatley,ROLL1583,Jaime20@hotmail.com,1-776-546-4772 x9322,Female,23,IT,4,B,9.19,798 Water Lane,Fond du Lac,Kentucky,India
584,Lauren Rutherford,ROLL1584,Zora.Paucek@gmail.com,878.841.1085,Other,25,CSE,4,C,6.94,385 Walton Meadow,East Rosemary,South Carolina,India
585,Miguel Gorczany Jr.,ROLL1585,Armando_OKeefe38@yahoo.com,489-429-8168 x4043,Female,18,CIVIL,1,D,6.48,545 Hauck Groves,Malloryworth,Wisconsin,India
586,Ricardo Bayer Sr.,ROLL1586,Mallory63@gmail.com,(611) 668-8955 x052,Other,20,CIVIL,2,B,5.93,24762 Cliff Road,Jacobsland,Pennsylvania,India
587,Danielle Marks,ROLL1587,Steve.Hackett0@gmail.com,988.332.1680,Other,23,CIVIL,2,B,5.35,9372 Shemar Square,South Angelinaview,Washington,India
588,Ollie Funk,ROLL1588,Beau.Zemlak14@gmail.com,760-607-4506 x0889,Male,22,CIVIL,4,D,5.89,774 Enrico Ferry,Oro Valley,Nevada,India
589,Stephanie Keebler,ROLL1589,Isac_Klocko@yahoo.com,222.644.3351 x96134,Male,23,CIVIL,2,B,5.15,83819 Karlie Station,East Cristian,North Dakota,India
590,Courtney Ryan MD,ROLL1590,Reta_Larson@yahoo.com,333-801-0950 x711,Male,18,CSE,2,C,7.28,996 Cow Lane,North Zion,Kansas,India
591,Emmett Barrows,ROLL1591,Burdette_Lind53@hotmail.com,1-919-986-2735 x3493,Other,25,CIVIL,4,D,7.61,2795 The Willows,Cedar Hill,West Virginia,India
592,Irene Vandervort,ROLL1592,Elwyn_Roberts@hotmail.com,1-717-434-8479 x2790,Other,21,MECH,2,C,9.44,85263 Marvin Run,Garricktown,Florida,India
593,Lori Emmerich,ROLL1593,Brooklyn.Beer@yahoo.com,1-276-568-4796 x0322,Male,21,CIVIL,1,A,6.60,101 Kristoffer Estate,Hansenfurt,Oregon,India
594,Kathy Cassin,ROLL1594,Sister_Heidenreich46@hotmail.com,343.258.0346,Female,24,IT,4,C,8.68,30566 Nedra Gateway,Weststad,Arkansas,India
595,Ian Gorczany,ROLL1595,Braxton69@hotmail.com,(633) 698-7855 x3140,Other,24,IT,2,B,9.81,48896 Park Place,Lake Jillian,Alaska,India
596,Corey Hayes,ROLL1596,Cruz.Mosciski13@hotmail.com,(382) 526-0434 x353,Other,25,EEE,1,A,7.41,123 Dietrich Course,South Arielle,Arkansas,India
597,Hope Predovic,ROLL1597,Gussie.Beahan31@hotmail.com,1-595-992-1244,Male,20,ECE,4,D,8.03,429 Vicarage Lane,Vineland,New Mexico,India
598,Ms. Olivia Stark-Dach DDS,ROLL1598,Nannie_Nikolaus@hotmail.com,1-889-232-6420 x1990,Male,23,CIVIL,1,D,6.36,254 Casper Junction,Fort Jordi,Wisconsin,India
599,Jodi O'Keefe,ROLL1599,Zaria25@hotmail.com,1-768-618-2177 x19830,Male,19,CSE,2,B,9.08,82764 S Grand Avenue,Palm Bay,Minnesota,India
600,Ms. Tasha Collins I,ROLL1600,Florence61@gmail.com,1-377-729-3565,Other,21,CIVIL,2,A,7.32,81863 James Street,South Otis,Kentucky,India
601,Cody Thompson,ROLL1601,Sarah.Padberg20@gmail.com,282.960.7766 x860,Female,20,EEE,2,C,6.37,5674 Gusikowski Pike,Lake Cory,New Jersey,India
602,Marcus Grady,ROLL1602,Bernardo_Moen@gmail.com,(690) 546-5999 x865,Other,18,MECH,1,C,6.62,72280 Kaia Squares,Port Evangeline,Maine,India
603,Kristen Emmerich,ROLL1603,Cleo_Bechtelar38@gmail.com,232.584.5663 x4677,Female,18,MECH,1,B,9.63,15026 Elinor Trail,Gradyboro,New York,India
604,Mrs. Janis Abernathy,ROLL1604,Mario.Thompson86@gmail.com,873.988.8542,Male,24,CSE,2,C,5.65,230 Kilback Cove,East Alexane,Georgia,India
605,Elijah Hagenes,ROLL1605,Missouri.Russel88@hotmail.com,851-260-2262 x466,Male,18,CIVIL,2,A,6.62,63054 Franecki Underpass,Cedar Park,Idaho,India
606,Jean Cronin-Green,ROLL1606,Heidi25@yahoo.com,894.978.2592,Male,23,IT,4,C,8.76,95880 West Street,Marlenfield,Minnesota,India
607,Lucia Bernier,ROLL1607,Albin_Runolfsson60@gmail.com,1-778-790-1527 x88046,Male,18,EEE,3,A,8.59,440 Peyton Rue,Yasminstad,Vermont,India
608,John Kreiger,ROLL1608,Madyson45@gmail.com,544-755-6456,Female,21,IT,2,B,5.44,6457 Purdy Centers,Pollichside,Alaska,India
609,Janet Connelly,ROLL1609,Mckenna80@hotmail.com,590-284-9438,Other,21,IT,3,C,6.88,6035 Daniel Ridges,Lakinmouth,California,India
610,Myron Terry-Towne,ROLL1610,Scot11@yahoo.com,528-951-4165 x7048,Male,18,CIVIL,4,B,7.03,60476 Bradtke Fort,Howellfurt,Tennessee,India
611,Amelia Mills IV,ROLL1611,Weston.Marks@hotmail.com,972.806.1143 x1436,Female,20,CSE,2,B,9.21,2817 Armstrong Views,East Guiseppe,Georgia,India
612,Andre Botsford,ROLL1612,Garrett87@hotmail.com,431-813-3825 x36094,Male,22,IT,2,A,6.02,82873 Nader Spur,Lake Chadrick,Kansas,India
613,Kara Ledner,ROLL1613,Claud_Doyle@hotmail.com,1-372-905-3246,Female,22,EEE,4,C,6.50,23077 The Willows,North Vita,Kentucky,India
614,Marjorie Sauer,ROLL1614,Marianne.Hirthe28@gmail.com,324-918-4424 x8957,Female,23,MECH,1,A,5.06,680 Cemetery Road,New Novellaton,Florida,India
615,Earnest Schowalter,ROLL1615,Khalid16@yahoo.com,775.491.2720 x447,Female,21,MECH,1,A,6.46,81563 O'Hara Light,Carleeland,Rhode Island,India
616,Rochelle Williamson,ROLL1616,Giovanna39@gmail.com,479.954.0803 x63352,Male,22,MECH,3,B,8.29,153 Carlos Gardens,East Rosemarie,Oklahoma,India
617,Minnie Waters,ROLL1617,Stan.Mohr@gmail.com,1-621-519-6503 x3505,Other,18,EEE,1,C,6.11,3601 MacGyver Haven,East Chelsea,South Carolina,India
618,Tommie Kreiger,ROLL1618,Jocelyn.Stracke@yahoo.com,622-749-5918,Male,19,EEE,3,A,5.46,6286 Ratke Island,Strackeside,California,India
619,Dr. Mark Harvey,ROLL1619,Kiarra91@hotmail.com,(371) 895-4064 x44578,Other,24,MECH,1,B,7.11,900 Angelica Valleys,Isacshire,Massachusetts,India
620,Maria Koepp PhD,ROLL1620,Kitty6@hotmail.com,1-370-350-4323 x048,Female,20,ECE,1,B,5.23,89833 Kohler Light,Cleveland Heights,Pennsylvania,India
621,Anne McLaughlin IV,ROLL1621,Grayce_Schaefer@yahoo.com,799-678-2446 x82835,Other,22,EEE,2,B,8.15,98044 Price Drive,Feestborough,Mississippi,India
622,Jeanne Stark,ROLL1622,Dallin.Conn@hotmail.com,880.480.2491 x4820,Male,25,CIVIL,4,C,6.37,67106 Cheyanne Rue,Velmafield,Connecticut,India
623,Stella Beier,ROLL1623,Kieran.Flatley@gmail.com,779.380.8248 x147,Male,21,CIVIL,3,B,8.87,305 W 4th Street,North Jermaine,Washington,India
624,Felix Grant,ROLL1624,Della61@yahoo.com,(837) 753-0821 x1666,Male,25,IT,1,D,7.76,83237 E Water Street,Port Freddyside,New Hampshire,India
625,Luis Wisoky,ROLL1625,Brice_Gislason22@hotmail.com,1-912-696-0796 x7848,Male,25,MECH,2,D,7.48,55892 Rachelle Estate,West Sacramento,Colorado,India
626,Randall Nicolas-Haag,ROLL1626,Alfonso.Hintz@yahoo.com,833.281.0668 x98044,Female,19,MECH,3,C,5.96,1309 Heath Trafficway,North Amaliahaven,New York,India
627,Arlene D'Amore-Dickinson,ROLL1627,Damion_Pollich99@hotmail.com,511.837.1809,Female,23,MECH,2,D,8.50,110 Conner Greens,Cooperside,Washington,India
628,Dr. Kirk Kris,ROLL1628,Coy_Franey@gmail.com,1-466-597-4202 x239,Female,18,CIVIL,1,A,6.05,7641 Manuel Lane,New Reillyborough,Nevada,India
629,Doreen Schinner DVM,ROLL1629,Gina.Hessel93@gmail.com,(970) 932-9759,Female,19,CIVIL,2,B,6.99,993 Clara Viaduct,Bessieworth,West Virginia,India
630,Ralph Monahan,ROLL1630,Letitia.Huel@hotmail.com,1-901-435-3275 x19083,Male,25,CSE,3,D,8.32,20922 Blanca Rapid,Maximillianside,Alabama,India
631,Donnie Kautzer,ROLL1631,Yasmin73@hotmail.com,1-946-688-7602 x81331,Other,18,ECE,1,D,7.87,490 Neva Flat,West Ethanberg,Idaho,India
632,Regina Reinger,ROLL1632,Nya_West@yahoo.com,918-617-4974 x1862,Female,24,EEE,4,A,7.18,984 Alisa Ville,New Jarrod,New Jersey,India
633,Sergio Thiel,ROLL1633,Erwin76@hotmail.com,1-642-800-4855 x9845,Male,21,CIVIL,2,A,8.28,190 Wyman Roads,Joeberg,Missouri,India
634,Gladys Ziemann,ROLL1634,Kattie88@yahoo.com,(827) 676-3914 x05715,Other,18,MECH,1,A,8.49,410 N Broadway Street,Gerlachshire,Wisconsin,India
635,Carlos Heller,ROLL1635,Loma_Jacobs54@yahoo.com,659.581.0471 x04196,Other,22,IT,4,C,6.63,55287 Ozella Way,West Hudson,Indiana,India
